Company_ID,Company_Name*,Industry*,Website,Employee_Count,City,Cluster_Profile,How is AI prioritized in management meetings?,Does a documented AI strategy or roadmap exist?,How is AI funding and investment handled?,What is your goal regarding AI vs. competitors?,How do employees generally react to the topic of AI?,"To what extent are AI capabilities and technical literacy established across your workforce? E.g. expertise in machine learning and NLP, as well as general AI literacy for non-technical staff.",How often do employees receive AI training?,"Is it ""okay"" to fail with an AI pilot project?",What types of business data do you actively collect? (Select all that apply),Do you currently use any of these technologies? (Select all that apply),"Describe the ""cleanliness"" of your business data.",How comfortable is your team with data insights?,How rigorously does your organization validate the technical and regulatory feasibility of an AI use case before committing resources?,How many AI use cases are currently active?,Do you measure the financial impact of AI projects?,To what extent does AI address concrete bottlenecks in your core business operations rather than experimental topics?,Are core processes documented and repeatable?,"How structured is your approach to planning, implementing, and delivering AI-related projects?",How long to implement a new digital tool?,Is there a defined path to move AI idea to production?,"Do you have an internal ""AI Code of Conduct""?",How strictly is data handled according to the EU AI Act?,Who is responsible for AI outcomes and errors?,What disclosure requirements exist for external partners?,To what extent do you use Cloud infrastructure?,What types of AI development tools are currently available in your organization? (Select all that apply),How easily can you scale new software company-wide?,Why are you doing this AI assessment?,Which business challenge is your top priority? (Select all that apply),How is AI influencing your organization’s strategy?,Who is the primary driver of AI within your organization? (Select all that apply),Are you in charge of AI initiatives?,Which option best describes your position and decision authority? (Select all that apply)
1225,Zenith Group,Logistics,www.zenith-group.de,500+,Düsseldorf,3. The Structured Builder,Occasional discussion,High-level draft exists,Case-by-case funding,Proactive innovator,Neutral / Cautious,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Irregular workshops,Failure is tolerated,Employee/HR data,"E-commerce platforms (Shopify, WooCommerce, etc.)",Partially cleaned,Comfortable with KPIs,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Qualitative impact,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Partially documented,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",> 1 Year,Theoretical idea,Implemented policy,Minimal compliance,Shared responsibility,Medium,Modernized On-Prem,"Cloud-based AI services (e.g., managed AI/ML platforms), No AI development tools are currently available (Exclusive option)",Standard IT process,Readiness Check – We aim to evaluate our technical infrastructure and workforce skills for upcoming scaling.,"Enhancing search/recommendation capabilities, Automating repetitive tasks, Streamlining document processing",Reactive – We acknowledge the trend but only respond to external pressures on an ad-hoc basis.,Executive Leadership / Board,Yes,"Senior Management, Business Analyst / Strategy / Innovation role"
308,Nexus Digital,Manufacturing,www.nexus-digital.de,251-500,Hamburg,3. The Structured Builder,Occasional discussion,High-level draft exists,Ad-hoc project funds,Proactive innovator,Fear / Resistance,"Advanced Operational Capability - Advanced AI practitioners are integrated into multiple roles, supported by continuous training that keeps pace with industry trends.",Irregular workshops,Failure is tolerated,"Limited data collection (Exclusive option), Employee/HR data, Financial and operational metrics","API integrations between systems, ERP System",Partially cleaned,Comfortable with KPIs,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Defined KPI tracking,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Partially documented,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",3 - 6 Months,Case-by-case choice,Audited Governance,Basic GDPR active,Shared responsibility,Minimal,Hybrid Cloud setup,Not sure,Manual/Painful,Readiness Check – We aim to evaluate our technical infrastructure and workforce skills for upcoming scaling.,"Other, Reducing operational costs, Improving customer service efficiency",Reactive – We acknowledge the trend but only respond to external pressures on an ad-hoc basis.,Operations & Supply Chain,No,"Operational Staff / Domain Expert, Data / AI Specialist"
1264,Vantage Logistics,Manufacturing,www.vantage-logistics.de,51-250,Düsseldorf,3. The Structured Builder,Occasional discussion,Formalized document,Ad-hoc project funds,Fast Follower,Neutral / Cautious,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Planned curriculums,Failure is tolerated,Website/app usage analytics,None of the above (Exclusive option),Partially cleaned,Basic tool awareness,"Structured Validation – We use a clear ""Go/No-Go"" process for every use case that validates data readiness, process alignment, and regulatory compliance before any budget is released.",1-2 Active Pilots,Qualitative impact,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Partially documented,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",1 - 2 Months,Case-by-case choice,Implemented policy,Minimal compliance,Shared responsibility,Medium,Modernized On-Prem,Not sure,Standard IT process,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Other, Personalizing customer experiences, Better data analysis and insights",Innovative – We leverage AI to redefine our business model and set industry standards.,"Operations & Supply Chain, Individual Employees / Early Adopters, Executive Leadership / Board",Sometimes,"Product / Process Owner, External Consultant / Advisor, IT / Technology Management"
282,Zenith SME,Hospitality,www.zenith-sme.de,1-50,Berlin,3. The Structured Builder,Rare mention in meetings,High-level draft exists,Ad-hoc project funds,Fast Follower,Skeptical / Passive,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Occasional webinars,Failure is tolerated,"Sales and transaction data, Limited data collection (Exclusive option)",None of the above (Exclusive option),High-quality/Auto-sync,Comfortable with KPIs,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Cost tracking only,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Rough checklists,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",3 - 6 Months,Case-by-case choice,Audited Governance,Basic GDPR active,Dedicated AI Officer,Medium,Modernized On-Prem,"Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools), A combination of pre-built and custom AI tools, Not sure",Modular & easy,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Streamlining document processing, Personalizing customer experiences, Reducing operational costs",Exploratory – We monitor trends and have initiated pilot projects to address specific needs.,No Clear Internal Driver,Yes,"Senior Management, IT / Technology Management, Product / Process Owner"
695,Iron Digital,Healthcare,www.iron-digital.de,1-50,Berlin,3. The Structured Builder,Occasional discussion,High-level draft exists,Ad-hoc project funds,Fast Follower,Neutral / Cautious,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Irregular workshops,Failure is tolerated,Sales and transaction data,ERP System,Partially cleaned,Comfortable with KPIs,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",1-2 Active Pilots,Defined KPI tracking,AI systematically targets high-impact bottlenecks in core business operations and delivers measurable improvements.,Partially documented,Undefined / Ad-hoc – We do not have a set process for AI projects; tasks are handled as they arise without formal planning or clear ownership.,3 - 6 Months,Theoretical idea,Implemented policy,Basic GDPR active,Vague / individual assignments,Minimal,Hybrid Cloud setup,"Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools)",Standard IT process,Readiness Check – We aim to evaluate our technical infrastructure and workforce skills for upcoming scaling.,"Improving customer service efficiency, Automating repetitive tasks, Streamlining document processing",Strategic – AI is a key planning driver with a formal roadmap for systematic integration.,"External Partners / Consultants, Operations & Supply Chain",No,"Executive / C-level, Business Analyst / Strategy / Innovation role, Project / Program Manager"
553,Vantage SME,Retail,www.vantage-sme.de,500+,Munich,3. The Structured Builder,Regular agenda item,Approved & detailed,Ad-hoc project funds,Fast Follower,Neutral / Cautious,"Advanced Operational Capability - Advanced AI practitioners are integrated into multiple roles, supported by continuous training that keeps pace with industry trends.",Never / None,Failure is tolerated,"Website/app usage analytics, Limited data collection (Exclusive option), Sales and transaction data","Business intelligence tools (Tableau, Power BI, etc.), Internal (on-premise) servers, E-commerce platforms (Shopify, WooCommerce, etc.)",Partially cleaned,Analytical mindsets,"Optimized Strategic Filtering – We use a standardized, data-driven validation engine that ensures every initiative is perfectly aligned with business goals, technical capabilities, and compliance standards from the start.",1-2 Active Pilots,Qualitative impact,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Partially documented,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",7 - 12 Months,Defined scaling path,Implemented policy,Full sovereignty,Shared responsibility,Minimal,Modernized On-Prem,"Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools), A combination of pre-built and custom AI tools, Not sure",Standard IT process,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Personalizing customer experiences, Automating repetitive tasks, Improving customer service efficiency",No Impact – We have not assessed AI trends and have no documented strategy regarding them.,Operations & Supply Chain,Sometimes,"Product / Process Owner, Data / AI Specialist, IT / Technology Management"
314,Peak Solutions,Construction,www.peak-solutions.de,251-500,Cologne,3. The Structured Builder,Rare mention in meetings,Rough ideas shared,Ad-hoc project funds,Fast Follower,Neutral / Cautious,"Advanced Operational Capability - Advanced AI practitioners are integrated into multiple roles, supported by continuous training that keeps pace with industry trends.",Irregular workshops,Failure is tolerated,Sales and transaction data,"Business intelligence tools (Tableau, Power BI, etc.), ERP System",Standardized formats,Comfortable with KPIs,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Strict Financial ROI,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Standard SOPs,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",3 - 6 Months,Case-by-case choice,Implemented policy,Basic GDPR active,Shared responsibility,Defined by Partners,Hybrid Cloud setup,"Not sure, Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools)",Standard IT process,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Streamlining document processing, Other",Strategic – AI is a key planning driver with a formal roadmap for systematic integration.,IT / Technology Department,Yes,"Project / Program Manager, Data / AI Specialist"
1317,Blue Harbor Solutions,Hospitality,www.blue-harbor-solutions.de,1-50,Düsseldorf,3. The Structured Builder,Regular agenda item,High-level draft exists,Dedicated Dept. budget,Fast Follower,Skeptical / Passive,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Irregular workshops,Learning from errors,"Website/app usage analytics, Sales and transaction data","E-commerce platforms (Shopify, WooCommerce, etc.), API integrations between systems, CRM systems (Salesforce, HubSpot, etc.)",Basic digital records,Comfortable with KPIs,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Qualitative impact,AI systematically targets high-impact bottlenecks in core business operations and delivers measurable improvements.,Rough checklists,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",7 - 12 Months,Theoretical idea,Implemented policy,Privacy-by-design,Shared responsibility,Minimal,Hybrid Cloud setup,"No AI development tools are currently available (Exclusive option), Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools)",Standard IT process,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,Streamlining document processing,Exploratory – We monitor trends and have initiated pilot projects to address specific needs.,Executive Leadership / Board,No,"Data / AI Specialist, Senior Management, IT / Technology Management"
969,Vantage Digital,Hospitality,www.vantage-digital.de,251-500,Frankfurt,3. The Structured Builder,Occasional discussion,Formalized document,Dedicated Dept. budget,Fast Follower,Neutral / Cautious,Isolated Proficiency - AI knowledge is siloed within a few individuals; significant skill gaps across most departments currently hinder broader adoption.,Irregular workshops,Learning from errors,"Customer interactions (emails, chats, calls), Employee/HR data, Website/app usage analytics","Cloud platforms (AWS, Azure, Google Cloud)",Basic digital records,Analytical mindsets,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",Not started,Qualitative impact,AI is a strategic lever to remove or redefine core business bottlenecks and shapes how the business competes.,Partially documented,"Targeted & Results-Oriented – We use a process specifically adapted for AI (e.g., early prototyping and data-readiness checks), ensuring we don't waste resources on unfeasible ideas.",7 - 12 Months,Case-by-case choice,Implemented policy,High Risk / Unknown,Shared responsibility,Defined by Partners,Cloud-first approach,"Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools)",Labor intensive,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Reducing operational costs, Other, Personalizing customer experiences",Strategic – AI is a key planning driver with a formal roadmap for systematic integration.,"Digital Transformation / Innovation Team, Individual Employees / Early Adopters",No,"Product / Process Owner, External Consultant / Advisor, Operational Staff / Domain Expert"
944,Nexus Logistics,Retail,www.nexus-logistics.de,251-500,Munich,3. The Structured Builder,Regular agenda item,High-level draft exists,Case-by-case funding,Fast Follower,Neutral / Cautious,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Planned curriculums,Failure is tolerated,"Employee/HR data, Limited data collection (Exclusive option), Customer interactions (emails, chats, calls)","Cloud platforms (AWS, Azure, Google Cloud), Internal (on-premise) servers, CRM systems (Salesforce, HubSpot, etc.)",Partially cleaned,Comfortable with KPIs,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",Theory / Brainstorm,Qualitative impact,AI systematically targets high-impact bottlenecks in core business operations and delivers measurable improvements.,Partially documented,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",1 - 2 Months,Case-by-case choice,In progress / Draft,Basic GDPR active,Shared responsibility,Minimal,Modernized On-Prem,"A combination of pre-built and custom AI tools, Custom AI or machine learning development tools, No AI development tools are currently available (Exclusive option)",Standard IT process,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Enhancing search/recommendation capabilities, Other, Streamlining document processing",Innovative – We leverage AI to redefine our business model and set industry standards.,"Digital Transformation / Innovation Team, No Clear Internal Driver, Operations & Supply Chain",Sometimes,"Business Analyst / Strategy / Innovation role, Senior Management"
436,Zenith Group,Healthcare,www.zenith-group.de,251-500,Hamburg,3. The Structured Builder,Regular agenda item,High-level draft exists,Ad-hoc project funds,Fast Follower,Neutral / Cautious,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Irregular workshops,Failure is tolerated,"Website/app usage analytics, Financial and operational metrics",None of the above (Exclusive option),Standardized formats,Analytical mindsets,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Qualitative impact,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Partially documented,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",1 - 2 Months,Automated deployment,Implemented policy,Minimal compliance,No one responsible,Minimal,Hybrid Cloud setup,Custom AI or machine learning development tools,Modular & easy,Readiness Check – We aim to evaluate our technical infrastructure and workforce skills for upcoming scaling.,"Improving customer service efficiency, Better data analysis and insights",Reactive – We acknowledge the trend but only respond to external pressures on an ad-hoc basis.,"Digital Transformation / Innovation Team, Sales & Marketing, No Clear Internal Driver",Sometimes,"Executive / C-level, Business Analyst / Strategy / Innovation role, Data / AI Specialist"
859,Blue Harbor Digital,Hospitality,www.blue-harbor-digital.de,51-250,Hamburg,3. The Structured Builder,Rare mention in meetings,High-level draft exists,Ad-hoc project funds,Fast Follower,Neutral / Cautious,Isolated Proficiency - AI knowledge is siloed within a few individuals; significant skill gaps across most departments currently hinder broader adoption.,Irregular workshops,Blame culture,"Customer interactions (emails, chats, calls), Product data","E-commerce platforms (Shopify, WooCommerce, etc.), Internal (on-premise) servers, None of the above (Exclusive option)",Partially cleaned,Comfortable with KPIs,"Structured Validation – We use a clear ""Go/No-Go"" process for every use case that validates data readiness, process alignment, and regulatory compliance before any budget is released.",1-2 Active Pilots,Qualitative impact,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Partially documented,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",3 - 6 Months,Case-by-case choice,Informal rules,Privacy-by-design,Shared responsibility,Medium,Modernized On-Prem,"Cloud-based AI services (e.g., managed AI/ML platforms), Custom AI or machine learning development tools, Not sure",Labor intensive,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,Enhancing search/recommendation capabilities,No Impact – We have not assessed AI trends and have no documented strategy regarding them.,Sales & Marketing,Yes,Senior Management
735,Iron SME,Manufacturing,www.iron-sme.de,51-250,Munich,3. The Structured Builder,Occasional discussion,Approved & detailed,Ad-hoc project funds,Fast Follower,Neutral / Cautious,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Irregular workshops,Failure is punished,"Sales and transaction data, Customer interactions (emails, chats, calls)","None of the above (Exclusive option), E-commerce platforms (Shopify, WooCommerce, etc.)",High-quality/Auto-sync,Struggling / No skill,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Qualitative impact,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Standard SOPs,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",1 - 2 Months,Defined scaling path,Implemented policy,Basic GDPR active,Shared responsibility,Medium,Hybrid Cloud setup,"Custom AI or machine learning development tools, Cloud-based AI services (e.g., managed AI/ML platforms), A combination of pre-built and custom AI tools",Modular & easy,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Improving customer service efficiency, Better data analysis and insights, Automating repetitive tasks",Reactive – We acknowledge the trend but only respond to external pressures on an ad-hoc basis.,"External Partners / Consultants, IT / Technology Department, Digital Transformation / Innovation Team",Sometimes,"Operational Staff / Domain Expert, Executive / C-level, IT / Technology Management"
600,Alpha AG,Construction,www.alpha-ag.de,500+,Stuttgart,3. The Structured Builder,Rare mention in meetings,Rough ideas shared,Ad-hoc project funds,Proactive innovator,Interested / Open,"Advanced Operational Capability - Advanced AI practitioners are integrated into multiple roles, supported by continuous training that keeps pace with industry trends.",Irregular workshops,Failure is tolerated,"Limited data collection (Exclusive option), Financial and operational metrics, Customer interactions (emails, chats, calls)",None of the above (Exclusive option),Partially cleaned,Analytical mindsets,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Cost tracking only,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Partially documented,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",3 - 6 Months,Defined scaling path,Implemented policy,Basic GDPR active,Shared responsibility,Medium,Hybrid Cloud setup,"A combination of pre-built and custom AI tools, Not sure, No AI development tools are currently available (Exclusive option)",Standard IT process,Readiness Check – We aim to evaluate our technical infrastructure and workforce skills for upcoming scaling.,Automating repetitive tasks,Strategic – AI is a key planning driver with a formal roadmap for systematic integration.,"Executive Leadership / Board, Sales & Marketing, External Partners / Consultants",Sometimes,IT / Technology Management
1467,Blue Harbor AG,Healthcare,www.blue-harbor-ag.de,500+,Frankfurt,3. The Structured Builder,Rare mention in meetings,Formalized document,Case-by-case funding,Fast Follower,Neutral / Cautious,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Irregular workshops,Failure is tolerated,"Website/app usage analytics, Limited data collection (Exclusive option), Financial and operational metrics",None of the above (Exclusive option),Standardized formats,Comfortable with KPIs,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Qualitative impact,AI systematically targets high-impact bottlenecks in core business operations and delivers measurable improvements.,Standard SOPs,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",1 - 2 Months,Theoretical idea,In progress / Draft,Basic GDPR active,Shared responsibility,Minimal,Hybrid Cloud setup,"No AI development tools are currently available (Exclusive option), A combination of pre-built and custom AI tools",Labor intensive,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Better data analysis and insights, Enhancing search/recommendation capabilities",Innovative – We leverage AI to redefine our business model and set industry standards.,Operations & Supply Chain,No,External Consultant / Advisor
343,Skyline Solutions,Hospitality,www.skyline-solutions.de,1-50,Düsseldorf,3. The Structured Builder,Rare mention in meetings,Approved & detailed,Ad-hoc project funds,Fast Follower,Neutral / Cautious,"Advanced Operational Capability - Advanced AI practitioners are integrated into multiple roles, supported by continuous training that keeps pace with industry trends.",Irregular workshops,Blame culture,"Customer interactions (emails, chats, calls), Customer feedback and reviews, Limited data collection (Exclusive option)","Business intelligence tools (Tableau, Power BI, etc.)",Partially cleaned,Comfortable with KPIs,"Structured Validation – We use a clear ""Go/No-Go"" process for every use case that validates data readiness, process alignment, and regulatory compliance before any budget is released.",1-2 Active Pilots,Qualitative impact,AI systematically targets high-impact bottlenecks in core business operations and delivers measurable improvements.,Partially documented,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",3 - 6 Months,Case-by-case choice,Implemented policy,Basic GDPR active,Shared responsibility,Minimal,Hybrid Cloud setup,"Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools), A combination of pre-built and custom AI tools, Custom AI or machine learning development tools",Labor intensive,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Reducing operational costs, Improving customer service efficiency",Exploratory – We monitor trends and have initiated pilot projects to address specific needs.,"Executive Leadership / Board, No Clear Internal Driver",Sometimes,Project / Program Manager
1032,Alpha SME,Healthcare,www.alpha-sme.de,51-250,Hamburg,3. The Structured Builder,Core strategic pillar,Rough ideas shared,Ad-hoc project funds,Fast Follower,Skeptical / Passive,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Planned curriculums,Failure is tolerated,Customer feedback and reviews,"Business intelligence tools (Tableau, Power BI, etc.), None of the above (Exclusive option)",Partially cleaned,Comfortable with KPIs,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",Multiple live apps,Cost tracking only,AI systematically targets high-impact bottlenecks in core business operations and delivers measurable improvements.,Rough checklists,"Targeted & Results-Oriented – We use a process specifically adapted for AI (e.g., early prototyping and data-readiness checks), ensuring we don't waste resources on unfeasible ideas.",3 - 6 Months,Case-by-case choice,Implemented policy,Basic GDPR active,Clear Dept. lead,Minimal,Modernized On-Prem,"Custom AI or machine learning development tools, Not sure, Cloud-based AI services (e.g., managed AI/ML platforms)",Modular & easy,Readiness Check – We aim to evaluate our technical infrastructure and workforce skills for upcoming scaling.,"Streamlining document processing, Personalizing customer experiences",No Impact – We have not assessed AI trends and have no documented strategy regarding them.,"IT / Technology Department, Executive Leadership / Board",Sometimes,"Business Analyst / Strategy / Innovation role, Executive / C-level, Senior Management"
1100,Vantage Digital,Retail,www.vantage-digital.de,51-250,Düsseldorf,3. The Structured Builder,Occasional discussion,High-level draft exists,Ad-hoc project funds,Fast Follower,Proactive excitement,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Occasional webinars,Failure is tolerated,Website/app usage analytics,"ERP System, None of the above (Exclusive option)",Partially cleaned,Basic tool awareness,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",Theory / Brainstorm,Cost tracking only,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Fully digital workflows,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",3 - 6 Months,Case-by-case choice,Implemented policy,Basic GDPR active,Shared responsibility,Minimal,Cloud-Native,Custom AI or machine learning development tools,Labor intensive,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Personalizing customer experiences, Enhancing search/recommendation capabilities",No Impact – We have not assessed AI trends and have no documented strategy regarding them.,"Digital Transformation / Innovation Team, Executive Leadership / Board, Operations & Supply Chain",Sometimes,"Data / AI Specialist, Senior Management"
1075,Blue Harbor SME,Retail,www.blue-harbor-sme.de,1-50,Munich,3. The Structured Builder,Occasional discussion,Formalized document,Ad-hoc project funds,Fast Follower,Skeptical / Passive,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Irregular workshops,Fail-fast encouraged,"Financial and operational metrics, Limited data collection (Exclusive option)","Internal (on-premise) servers, Business intelligence tools (Tableau, Power BI, etc.), API integrations between systems",Partially cleaned,Comfortable with KPIs,"Structured Validation – We use a clear ""Go/No-Go"" process for every use case that validates data readiness, process alignment, and regulatory compliance before any budget is released.",1-2 Active Pilots,Cost tracking only,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Partially documented,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",3 - 6 Months,Defined scaling path,Implemented policy,Privacy-by-design,Shared responsibility,Unknown,Modernized On-Prem,"Custom AI or machine learning development tools, Not sure",Standard IT process,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,Other,Innovative – We leverage AI to redefine our business model and set industry standards.,"Operations & Supply Chain, External Partners / Consultants",Yes,Business Analyst / Strategy / Innovation role
1447,Skyline SME,Construction,www.skyline-sme.de,51-250,Munich,3. The Structured Builder,Occasional discussion,High-level draft exists,Ad-hoc project funds,Late adopter,Neutral / Cautious,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Irregular workshops,Failure is punished,Limited data collection (Exclusive option),"CRM systems (Salesforce, HubSpot, etc.)",Basic digital records,Comfortable with KPIs,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",Not started,Defined KPI tracking,AI systematically targets high-impact bottlenecks in core business operations and delivers measurable improvements.,Standard SOPs,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",7 - 12 Months,Case-by-case choice,Audited Governance,Basic GDPR active,Vague / individual assignments,Minimal,Hybrid Cloud setup,"Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools)",Modular & easy,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Enhancing search/recommendation capabilities, Automating repetitive tasks, Improving customer service efficiency",No Impact – We have not assessed AI trends and have no documented strategy regarding them.,"Individual Employees / Early Adopters, Digital Transformation / Innovation Team, No Clear Internal Driver",No,"Executive / C-level, Project / Program Manager"
